ID,Arrival_hour,Arrival_SOC
1,0,0.4235546765301734
2,0,0.4462253194433501
3,0,0.49115581027041344
4,0,0.42735251381800055
5,0,0.4108682301422206
6,0,0.46511619956334727
7,0,0.4462863902280034
8,0,0.4408901126226823
9,0,0.41855579805431375
10,0,0.4008083383333201
11,0,0.45102657365041665
12,0,0.4540203816121249
13,0,0.4988429568394608
14,0,0.42479786201244707
15,0,0.40923149336880016
16,0,0.46133640015266764
17,0,0.4783083147423923
18,0,0.42669447420158235
19,0,0.46014659925590706
20,0,0.4398937879028537
21,0,0.4502708444986254
22,0,0.4963267869266659
23,0,0.43738920530653047
24,0,0.4399596369674583
25,0,0.4900843383893516
26,0,0.417199815937515
27,0,0.45796532124749945
28,0,0.49301808559214777
29,0,0.49772516514821064
30,0,0.42524079244692103
31,0,0.46344392895761644
32,0,0.47116787093409584
33,0,0.4198474926847595
34,0,0.47424859413559517
35,0,0.4696909797614808
36,0,0.43096926846486383
37,0,0.49031947859599256
38,0,0.4256102886807298
39,0,0.4572392024157921
40,0,0.45702345122279553
41,0,0.47666297805054825
42,0,0.4338556427713911
43,0,0.4748028462186653
44,0,0.432963227807754
45,0,0.41014328737068695
46,0,0.4564610280613479
47,0,0.48637795106160553
48,0,0.4634383127865789
49,0,0.4295752340896968
50,0,0.4430187631363083
51,0,0.4507702724770297
52,0,0.45585814186176066
53,0,0.44288611510364007
54,0,0.4663901101641059
55,0,0.47339818427290226
56,0,0.40368672591004184
57,0,0.45296029552203976
58,0,0.44215396361416737
59,0,0.46568202737496023
60,0,0.4731232313986027
61,0,0.4802020316937359
62,0,0.478509632827091
63,0,0.4854112875918659
64,0,0.4397214813353827
65,0,0.4762365879117567
66,0,0.45341232853541413
67,0,0.4982004915798086
68,0,0.42857411872272166
69,0,0.4766951137494715
70,0,0.4927679464606456
71,0,0.44882113423933845
72,0,0.4037558277872151
73,0,0.49335342472956256
74,0,0.4081718594465329
75,0,0.4787038714082641
76,0,0.4246032530527799
77,4,0.3080618933015664
78,4,0.3494498118325353
79,6,0.3166366427924494
80,6,0.2914139551579744
81,6,0.32824305012379185
82,6,0.28641179965862307
83,6,0.3212504632357813
84,6,0.33368113188844006
85,7,0.3132164908817181
86,7,0.30799953868231356
87,7,0.3226465049853928
88,7,0.32838726359405257
89,7,0.3192144874340954
90,7,0.34864829386452456
91,7,0.3045732308484439
92,7,0.3322641507301931
93,8,0.3060407058910073
94,8,0.3057233189745574
95,8,0.31166049679156416
96,8,0.31534158997286
97,8,0.34657409176472953
98,8,0.33995576085958845
99,8,0.29394275731345587
100,8,0.3297312629137181
101,8,0.3391124694898764
102,8,0.3232855691969725
103,10,0.28401787744511964
104,10,0.3154356062656589
105,14,0.3319041695966405
106,14,0.32074438390640836
107,14,0.30273195441647616
108,14,0.31316278745093484
109,14,0.3078404807545354
110,14,0.30284065582958775
111,14,0.32415787502921845
112,14,0.3489132675269353
113,14,0.3017137740175855
114,14,0.29882663621023653
115,14,0.32686219222886237
116,14,0.3130614077239251
117,14,0.34444244775494326
118,14,0.3182493383424472
119,15,0.2972587203219845
120,15,0.348747457317959
121,15,0.2845130471672519
122,15,0.32271695616145024
123,15,0.2991736539220575
124,15,0.29881316045225503
125,15,0.3287154612564258
126,15,0.347807539697925
127,15,0.3149565062468973
128,15,0.2809131493240393
129,15,0.3070974272940994
130,15,0.29180617467756065
131,15,0.32666454967759506
132,15,0.30987362368171034
133,17,0.3408229168832939
134,17,0.3139957025019804
135,17,0.3006340728988981
136,17,0.33656848582248955
137,17,0.31527337146776446
138,17,0.31921720147965615
139,17,0.3081325425142545
140,17,0.3143365106531526
141,22,0.28840654305322744
142,22,0.280304451788858
143,22,0.29399404074510116
144,22,0.31936458760218045
145,22,0.292310388230824
146,22,0.3225031073334179
147,22,0.29200127808398335
148,22,0.327246979545329
149,30,0.31796775291891066
150,30,0.32628870629931583
151,30,0.2973071521213839
152,30,0.31608828196199923
153,30,0.3266286492707806
154,30,0.34467570971983363
155,30,0.3387269138627893
156,30,0.34006892309958303
157,30,0.28417498511043604
158,30,0.34722753748842194
159,30,0.300380232062917
160,30,0.29095653519291886
161,31,0.2939653650445955
162,31,0.31047630814865457
163,31,0.31233229152582
164,31,0.348765027102484
165,31,0.2844867296461828
166,31,0.31265675670681503
167,31,0.29114221395010986
168,31,0.29924120497428675
169,32,0.34994023766699556
170,32,0.3161293486869887
171,32,0.3001957781774891
172,32,0.3441340140628988
173,32,0.33176559932863725
174,32,0.34646700628390903
175,32,0.321368090322423
176,32,0.34697543958984056
177,32,0.32150339761192015
178,32,0.3327145151908262
179,37,0.2804497656601228
180,37,0.31926590401554833
181,37,0.338519942267407
182,37,0.3127095802101536
183,37,0.33842497417798256
184,37,0.3062707068393635
185,37,0.3477656315055988
186,37,0.3157954444596349
187,37,0.32186620394682564
188,37,0.29792866549987096
189,37,0.291461572528263
190,37,0.33600929921375666
191,37,0.33750368329010527
192,37,0.28010080932131487
193,37,0.32849839901056654
194,37,0.2955935483548586
195,37,0.29352087071296395
196,37,0.32303918386611485
197,37,0.31425274261258807
198,37,0.3492037783379942
199,37,0.33579815685635594
200,37,0.33727708411330326
201,40,0.3007965947604312
202,40,0.32832702561865545
203,41,0.29143882199171145
204,41,0.3213584880916649
205,41,0.3310906175634223
206,41,0.34278318552737375
207,41,0.32076675422478473
208,41,0.30779015497193996
209,43,0.345214502670526
210,43,0.3428299656016911
211,43,0.3017906917762687
212,43,0.33906914271423716
213,43,0.28051511444967403
214,43,0.3344484421705971
215,43,0.33603963205279186
216,43,0.3475587132077571
217,45,0.3474962230117775
218,45,0.3244957118146914
219,45,0.33369885541748445
220,45,0.3106329472110332
221,46,0.31215810171854486
222,46,0.32183468881141764
223,46,0.3047554569349593
224,46,0.3324909352021024
225,46,0.32129339186743877
226,46,0.3158649479695974
227,46,0.28270138003263057
228,46,0.32283136464056383
229,46,0.29624292338202096
230,46,0.31105888753905475
231,46,0.2908667606287132
232,46,0.32901451273035676
233,46,0.33323719673341756
234,46,0.31235882980556795
235,54,0.34485787346403995
236,54,0.2899331852223206
237,54,0.2866858185325043
238,54,0.3410080799193693
239,54,0.3330417946167792
240,54,0.3229774985199967
241,55,0.31364779373014073
242,55,0.2868161450062736
243,55,0.3093109310029689
244,55,0.2935802682511266
245,55,0.34101786996755123
246,55,0.3428142495034159
247,56,0.29003866115462174
248,56,0.2871195929218402
249,56,0.33864581796113313
250,56,0.3038548950071629
251,56,0.3244281534970739
252,56,0.33312452938057646
253,56,0.3068839056520716
254,56,0.2984503242257972
255,56,0.31290135129808405
256,56,0.33877609628534344
257,56,0.32906197549136706
258,56,0.3499253742184365
259,56,0.3226730912726836
260,56,0.3232553182067974
261,56,0.349872029217174
262,56,0.3200154832705344
263,56,0.330954894697566
264,56,0.3360844680378854
265,61,0.3477510876136307
266,61,0.2891756940847685
267,63,0.28252144489409403
268,63,0.3226933066474196
269,63,0.3098754599403968
270,63,0.33844324143221627
271,63,0.3232548894618539
272,63,0.3190275700665204
273,63,0.3034108303337497
274,63,0.2940728009729554
275,63,0.28863177149361263
276,63,0.3327911918335502
277,63,0.2929980211391374
278,63,0.30372277261857406
279,63,0.2875142723805837
280,63,0.305633141520687
281,63,0.2904869017901994
282,63,0.3323216882671147
283,63,0.3488423178733804
284,63,0.3341159813960921
285,63,0.31983376673567676
286,63,0.29967372993637653
287,63,0.2861364861085569
288,63,0.3283971859278303
289,63,0.2829993945719842
290,63,0.28794846047342304
291,63,0.3443351734678899
292,63,0.31806092505602024
293,63,0.3155676752427006
294,63,0.3141638255823551
295,65,0.33531441787544125
296,65,0.29127697013502285
297,66,0.2861829458875107
298,66,0.28830136685819596
299,68,0.321618934047077
300,68,0.34471169519963496
301,69,0.347847180815819
302,69,0.29704025552657853
303,69,0.3176182650722481
304,69,0.3486909054707965
305,70,0.32775253448269837
306,70,0.3499826961430834
307,70,0.31280185091264556
308,70,0.3309930160872021
309,71,0.29377270835540514
310,71,0.2842670024533618
311,78,0.3275408568133038
312,78,0.34108688470670856
313,78,0.31399432580816367
314,78,0.3484579126150642
315,78,0.28779906480927764
316,78,0.31293890340597486
317,78,0.2922175144332435
318,78,0.3207946057537221
319,78,0.346985941020197
320,78,0.3474454365667725
321,78,0.3303168935676055
322,78,0.30631274833340427
323,79,0.2957208624268759
324,79,0.2907145019056081
325,79,0.3007554348671917
326,79,0.3373308870812437
327,79,0.32863410917238767
328,79,0.30929370792310706
329,79,0.31562047096552703
330,79,0.3184213138052776
331,79,0.3492610224577035
332,79,0.3317317501896859
333,79,0.33180861619153745
334,79,0.31892443409375204
335,80,0.309318024713523
336,80,0.3199440198650336
337,80,0.2812536886197492
338,80,0.2919139301647675
339,80,0.3120432211143829
340,80,0.343552555309234
341,80,0.3104401708687945
342,80,0.34693713302127094
343,80,0.2912336643027693
344,80,0.34391233498869767
345,86,0.3339559092625528
346,86,0.3281502736926605
347,86,0.285448560954233
348,86,0.3445025851323713
349,86,0.3011231177558784
350,86,0.3301416911844761
351,86,0.33463660165523734
352,86,0.3258868244778341
353,86,0.31355658446990375
354,86,0.2988634949933129
355,86,0.3090154651115782
356,86,0.31920396576799703
357,88,0.3205950698355977
358,88,0.3391751036046564
359,88,0.2947709142736059
360,88,0.30454395021757463
361,89,0.3368276672842043
362,89,0.33733896035093025
363,89,0.30579276333969574
364,89,0.2889414878296783
365,89,0.29111822701560897
366,89,0.34947141266869153
367,90,0.2873543866159487
368,90,0.3098309308135505
369,90,0.29460209307473306
370,90,0.32615589388521116
371,90,0.3138528869571573
372,90,0.3148771640027235
373,90,0.2851077620149738
374,90,0.3325452310910073
375,91,0.3032814227112475
376,91,0.3176301081386974
377,91,0.34325055069000854
378,91,0.29590460924410067
379,93,0.3191361837723079
380,93,0.31457974854439996
381,93,0.3337050508084829
382,93,0.3365299976128888
383,94,0.3465335580066835
384,94,0.33638602646448845
385,94,0.344883049451159
386,94,0.3239973323733878
387,94,0.3404665297316356
388,94,0.340768371058239
389,94,0.31098420201677257
390,94,0.3245051913830963
391,94,0.3384638965514668
392,94,0.3035638825910745
393,102,0.3279508900252317
394,102,0.300862787850523
395,102,0.3281343287380274
396,102,0.29281921847539394
397,102,0.29028727932809417
398,102,0.3265076840290888
399,102,0.30652372323057264
400,102,0.31442271224980445
401,103,0.3239353209540816
402,103,0.2878524248426153
403,103,0.31118688832519226
404,103,0.3313140138975754
405,103,0.3092292461477726
406,103,0.3009835665686751
407,103,0.2918244594142081
408,103,0.3296700336811149
409,103,0.29280286076860307
410,103,0.2859134542628432
411,106,0.2946985343102142
412,106,0.30964191868863367
413,106,0.28742295806493345
414,106,0.29066549342690706
415,109,0.3416880736982044
416,109,0.3056056067626116
417,109,0.30924540256933497
418,109,0.2943957422055945
419,109,0.3447076803277369
420,109,0.3098150775096933
421,109,0.3421536178216087
422,109,0.2810605192404907
423,109,0.3432116843798667
424,109,0.31394471856373585
425,109,0.3463187226317679
426,109,0.31332466709577744
427,111,0.2960007905163664
428,111,0.3077260726548552
429,111,0.34901578744450745
430,111,0.3392352930260145
431,111,0.345918357677391
432,111,0.30567520418371075
433,113,0.32148380487359063
434,113,0.3280657268421443
435,113,0.3448664349869546
436,113,0.286334904981544
437,114,0.30540723354891597
438,114,0.349512930498566
439,115,0.30731643758764093
440,115,0.34975074565300446
441,118,0.2950899642031999
442,118,0.33895354112382137
443,118,0.330155606553852
444,118,0.2928044608176634
445,118,0.29602324196779506
446,118,0.33930228290609676
447,118,0.29426564001747124
448,118,0.34806403922838314
449,121,0.2930185907988516
450,121,0.3383558235730497
451,121,0.3333962305324434
452,121,0.3231026322788182
453,121,0.33289005494552626
454,121,0.30108449351969213
455,121,0.2995034510069452
456,121,0.3404213546683046
457,121,0.3363109733052525
