=== Training Log Started: 2025-10-22 23:53:17.580329 ===
Run Name: LightWeightModel_With_BatchNorm_V7_EvenLowerLRStepSize
Device: cuda
Data Source: supervised_learning/training_data/merged_windowed_dataset.csv
Feature Info: supervised_learning/training_data/feature_info.json
Output Directory: supervised_learning/output/LightWeightModel_With_BatchNorm_V7_EvenLowerLRStepSize
Checkpoint Directory: supervised_learning/output/LightWeightModel_With_BatchNorm_V7_EvenLowerLRStepSize/checkpoints
Plot Save Path: supervised_learning/output/LightWeightModel_With_BatchNorm_V7_EvenLowerLRStepSize/trainingresults_plot.png
Epochs: 10000, Batch Size: 8, Learning Rate: 0.01
LR Scheduler: Step Size = 25, Gamma = 0.9
============================================================
✅ Dataset split: 107 train, 23 val, 23 test

✅ Model initialized with 555170 trainable parameters.

TemporalAttentiveFusionNet(
  (seriesEmbedding): Embedding(8000, 64)
  (attn): MultiheadAttention(
    (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
  )
  (attn_norm): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
  (attn_fc): Linear(in_features=64, out_features=1, bias=True)
  (dropout): Dropout(p=0.5, inplace=False)
  (fc1): Linear(in_features=129, out_features=128, bias=True)
  (bn1): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (fc2): Linear(in_features=128, out_features=64, bias=True)
  (bn2): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (fc3): Linear(in_features=64, out_features=16, bias=True)
  (fc4): Linear(in_features=16, out_features=1, bias=True)
  (relu): ReLU()
)
StepLR Scheduler: step_size = 25 , gamma = 0.9
============================================================
Starting training...

Epoch 1/10000 | Train RMSE: 8.68497 kWh | Val RMSE: 7.28969 kWh | Train R²: -0.076 | Val R²: 0.185 | Patience: 0/1000
Epoch 2/10000 | Train RMSE: 7.61108 kWh | Val RMSE: 6.66471 kWh | Train R²: 0.159 | Val R²: 0.322 | Patience: 0/1000
Epoch 3/10000 | Train RMSE: 7.06219 kWh | Val RMSE: 6.55576 kWh | Train R²: 0.319 | Val R²: 0.350 | Patience: 0/1000
Epoch 4/10000 | Train RMSE: 6.91635 kWh | Val RMSE: 6.83358 kWh | Train R²: 0.311 | Val R²: 0.289 | Patience: 0/1000
Epoch 5/10000 | Train RMSE: 6.10401 kWh | Val RMSE: 6.28910 kWh | Train R²: 0.489 | Val R²: 0.394 | Patience: 1/1000
Epoch 6/10000 | Train RMSE: 6.56510 kWh | Val RMSE: 6.13882 kWh | Train R²: 0.463 | Val R²: 0.421 | Patience: 0/1000
Epoch 7/10000 | Train RMSE: 5.58247 kWh | Val RMSE: 5.95646 kWh | Train R²: 0.547 | Val R²: 0.457 | Patience: 0/1000
Epoch 8/10000 | Train RMSE: 6.38116 kWh | Val RMSE: 6.66712 kWh | Train R²: 0.490 | Val R²: 0.312 | Patience: 0/1000
Epoch 9/10000 | Train RMSE: 5.73536 kWh | Val RMSE: 6.72226 kWh | Train R²: 0.520 | Val R²: 0.302 | Patience: 1/1000
Epoch 10/10000 | Train RMSE: 6.15739 kWh | Val RMSE: 7.12837 kWh | Train R²: 0.457 | Val R²: 0.216 | Patience: 2/1000
Epoch 11/10000 | Train RMSE: 5.65629 kWh | Val RMSE: 6.41669 kWh | Train R²: 0.555 | Val R²: 0.366 | Patience: 3/1000
Epoch 12/10000 | Train RMSE: 6.39878 kWh | Val RMSE: 6.85571 kWh | Train R²: 0.398 | Val R²: 0.283 | Patience: 4/1000
Epoch 13/10000 | Train RMSE: 6.58315 kWh | Val RMSE: 6.26344 kWh | Train R²: 0.449 | Val R²: 0.394 | Patience: 5/1000
